DATE,PLANT_NAME,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,NET_QUANTITY_KT_OUTBOUND
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00047,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00047,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00047,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00778,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00676,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00676,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00003,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00003,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00003,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0178,CST-00053,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00090,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00090,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00090,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00090,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00747,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00177,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00847,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00042,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00182,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00304,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00059,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00196,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00196,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00050,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00148,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00112,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00267,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00050,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0232,CST-00035,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00443,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0402,CST-00009,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00115,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00169,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00487,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00093,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00093,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00093,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00093,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00093,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00014,0.006
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0101,CST-00025,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00333,0.003
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00031,0.02
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0163,CST-00284,0.009630000000000001
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00289,0.0015
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00285,0.006
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0017,CST-00104,0.0225
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0108,CST-00289,0.023379999999999998
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00443,0.015130000000000001
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00443,0.009630000000000001
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00125,0.009630000000000001
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00125,0.00138
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00125,0.00138
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00049,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00049,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00049,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00267,0.0165
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00267,0.00138
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00267,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00267,0.00825
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00267,0.023379999999999998
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00125,0.01238
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0163,CST-00284,0.00085
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0111,CST-00363,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00333,0.0045
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00285,0.012
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00479,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00047,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00047,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00003,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00003,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00747,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00003,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0178,CST-00824,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00182,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0315,CST-00767,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00513,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00048,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00048,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00685,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00267,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00259,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00008,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00487,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0236,CST-00017,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0236,CST-00017,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00685,0.00138
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0237,CST-00777,0.00138
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00025,5e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0338,CST-00579,0.0015
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00830,0.0002
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00685,5e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00685,0.023329999999999997
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00579,0.0002
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00030,0.0176
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00030,0.004900000000000001
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0108,CST-00080,0.00015
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00069,0.015
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00771,0.00885
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00771,0.00015
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0353,CST-00025,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00610,0.015
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0261,CST-00053,0.024329999999999997
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0261,CST-00053,0.0011799999999999998
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00011,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00011,0.00273
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00011,0.009630000000000001
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00011,0.01238
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0232,CST-00035,0.009630000000000001
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0232,CST-00035,0.015130000000000001
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00487,0.023379999999999998
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00487,0.00138
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0118,CST-00049,0.01238
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0118,CST-00049,0.01238
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00267,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00267,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00267,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00267,0.02125
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00610,0.0105
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0261,CST-00053,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00025,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00008,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0108,CST-00008,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0416,CST-00363,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00047,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00047,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00053,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00053,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00169,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00747,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00513,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00513,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00049,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00731,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00260,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00014,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00513,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00355,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00355,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0163,CST-00284,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00011,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00487,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0190,CST-00487,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0276,CST-00450,0.0003
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0002,CST-00593,0.0003
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0002,CST-00593,0.00108
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00898,0.003
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00443,0.00013000000000000002
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00443,0.00017999999999999998
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0374,CST-00025,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00025,5e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0374,CST-00025,0.00038
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0276,CST-00059,0.01788
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0276,CST-00059,0.00688
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00889,0.018
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00510,0.018
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0339,CST-00439,0.0055
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00025,5e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00889,0.0075
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00510,0.018
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0261,CST-00053,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0261,CST-00053,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00492,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00492,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00427,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00747,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00747,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00735,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00049,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00112,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00014,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0163,CST-00112,0.00825
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00304,0.00125
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00390,0.003
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0313,CST-00805,0.0075
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00459,0.0001
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00899,0.003
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0158,CST-00025,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0002,CST-00025,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00167,0.00025
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00025,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0334,CST-00025,0.0001
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0428,CST-00120,0.01065
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0428,CST-00120,0.0141
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00021,0.0105
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00742,0.0045
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00176,0.0075
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0158,CST-00104,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0273,CST-00132,0.0005
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0273,CST-00025,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0069,CST-00150,8e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00313,0.01925
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00313,0.0055
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0178,CST-00025,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00167,0.00025
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00049,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0273,CST-00150,5e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00178,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00492,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00179,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00002,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00002,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00002,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00356,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00003,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00169,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00126,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00369,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00017,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00053,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00795,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00795,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00795,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00795,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00056,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00056,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00321,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00169,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00125,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0163,CST-00284,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0163,CST-00284,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00008,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00487,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00487,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00093,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00093,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00093,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00093,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00093,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0313,CST-00900,0.0015
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0384,CST-00344,0.01925
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0384,CST-00344,0.0012
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0384,CST-00344,0.00413
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0384,CST-00344,0.00017999999999999998
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0147,CST-00712,0.009
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0334,CST-00073,0.0003
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00093,0.0013
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00093,0.02053
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00093,5e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00093,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00093,0.024730000000000002
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00093,0.0028799999999999997
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00848,0.022
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00848,0.00275
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0163,CST-00284,0.0247
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00712,0.0165
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00053,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0108,CST-00008,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00135,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0375,CST-00002,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0375,CST-00002,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0261,CST-00779,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00779,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00779,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00003,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00539,0.0255
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00059,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00337,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00417,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00198,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00148,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00148,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0190,CST-00511,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0190,CST-00149,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00011,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0108,CST-00706,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00593,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00085,0.003
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00085,0.009
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00842,0.0002
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00025,5e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00059,0.00275
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00059,0.022
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00080,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00080,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00080,8e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00080,0.00013000000000000002
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0160,CST-00080,0.00075
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00080,0.0005
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00025,5e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0338,CST-00080,8e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00099,0.009
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00012,0.011
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0053,CST-00025,0.00038
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0357,CST-00073,0.0003
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0053,CST-00025,0.00013000000000000002
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00142,0.018
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00610,0.00413
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00610,0.02138
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00169,5e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0190,CST-00313,0.0055
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0190,CST-00313,0.01925
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00169,0.0247
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00085,0.006
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00049,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00049,0.02475
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00049,0.01788
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00049,0.00688
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00080,2.9999999999999997e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00080,0.0002
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0108,CST-00080,0.0002
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00080,0.00033
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0108,CST-00080,0.0005
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00080,5e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00080,8e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00080,0.0010500000000000002
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00080,0.0013
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0017,CST-00080,8e-05
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00080,0.0001
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0032,CST-00080,0.00015
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00080,0.00015
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00080,0.00015
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0376,CST-00080,0.00015
2024-10-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00008,0.02063
