BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK_KT,STOCK_SELL_VALUE,CURRENCY,STOCK_SELL_VALUE_THB
2024-09-01,CHINA-WAREHOUSE,MAT-0052,5912A,0.0732,273768,CNY,1237431.3599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0052,6761A,0.078,291720,CNY,1318574.4
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P3205A,0.0,356,CNY,1609.12
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P4131A,0.0,534,CNY,2413.68
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P5801A,0.0,534,CNY,2413.68
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P7905A,0.0,534,CNY,2413.68
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P1110A,0.0,534,CNY,2413.68
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P5729A,0.024325,173194,CNY,782836.8799999999
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P9149A,0.1784,1270742,CNY,5743753.84
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P4232A,0.0,534,CNY,2413.68
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P6758A,0.0915,652014,CNY,2947103.28
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P3582A,0.509725,3629242,CNY,16404173.839999998
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P2089A,0.254925,1815066,CNY,8204098.319999999
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P8395A,0.316425,2253480,CNY,10185729.6
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P3317A,0.0,534,CNY,2413.68
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P7595A,0.0075,53400,CNY,241367.99999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0261,P6884A,0.093,662160,CNY,2992963.1999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0141,N9204A,0.01045,131648,CNY,595048.96
2024-09-01,CHINA-WAREHOUSE,MAT-0313,P7592A,0.001125,4851,CNY,21926.519999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0313,P8966A,0.0006,2772,CNY,12529.439999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0313,P5038A,0.0195,77616,CNY,350824.31999999995
2024-09-01,CHINA-WAREHOUSE,MAT-0199,SCRAP,0.00117,16794,CNY,75908.87999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0199,T2455A,0.001175,16861,CNY,76211.71999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0199,T5551A,0.00065,9328,CNY,42162.56
2024-09-01,CHINA-WAREHOUSE,MAT-0199,T7421A,0.00105,15068,CNY,68107.36
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V8051A,0.000825,11839,CNY,53512.27999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V2061A,0.000675,9686,CNY,43780.719999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V4761A,0.000525,7534,CNY,34053.68
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V2724A,0.000125,1794,CNY,8108.879999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V6816A,0.001,14350,CNY,64861.99999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V3118A,0.00065,9328,CNY,42162.56
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V2011A,0.000325,4664,CNY,21081.28
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V4008A,0.0013,18655,CNY,84320.59999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V3640A,0.001325,19014,CNY,85943.28
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V6558A,0.0015,21525,CNY,97292.99999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V6789A,0.000725,10404,CNY,47026.079999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V3262A,0.00015,2153,CNY,9731.56
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V9383A,0.000125,1794,CNY,8108.879999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V9606A,0.001475,21166,CNY,95670.31999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0199,V2440A,0.00075,10763,CNY,48648.759999999995
2024-09-01,CHINA-WAREHOUSE,MAT-0142,V3722A,0.024,254880,CNY,1152057.5999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0142,V8118A,0.310675,3299369,CNY,14913147.879999999
2024-09-01,CHINA-WAREHOUSE,MAT-0142,V9028A,0.163425,1735574,CNY,7844794.4799999995
2024-09-01,CHINA-WAREHOUSE,MAT-0142,V7769A,0.0645,684990,CNY,3096154.8
2024-09-01,CHINA-WAREHOUSE,MAT-0142,V2189A,0.19795,2102229,CNY,9502075.079999998
2024-09-01,CHINA-WAREHOUSE,MAT-0142,V5368A,0.1078,1144836,CNY,5174658.72
2024-09-01,CHINA-WAREHOUSE,MAT-0143,V5293A,0.1365,1449630,CNY,6552327.6
2024-09-01,CHINA-WAREHOUSE,MAT-0143,V8859A,0.252225,2678630,CNY,12107407.6
2024-09-01,CHINA-WAREHOUSE,MAT-0143,V6262A,0.0015,15930,CNY,72003.59999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0143,V5971A,0.0795,844290,CNY,3816190.8
2024-09-01,CHINA-WAREHOUSE,MAT-0143,V1824A,0.2385,2532870,CNY,11448572.399999999
2024-09-01,CHINA-WAREHOUSE,MAT-0143,V3953A,0.3028,3215736,CNY,14535126.719999999
2024-09-01,CHINA-WAREHOUSE,MAT-0143,V9646A,0.371825,3948782,CNY,17848494.639999997
2024-09-01,CHINA-WAREHOUSE,MAT-0314,V5811A,0.045,537750,CNY,2430630.0
2024-09-01,CHINA-WAREHOUSE,MAT-0314,V4208A,0.001075,12846,CNY,58063.91999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0314,V7906A,0.1275,1523625,CNY,6886784.999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0314,V8847A,0.186125,2224194,CNY,10053356.879999999
2024-09-01,CHINA-WAREHOUSE,MAT-0144,V5555A,0.00015,1593,CNY,7200.36
2024-09-01,CHINA-WAREHOUSE,MAT-0144,V7767A,0.30585,3248127,CNY,14681534.04
2024-09-01,CHINA-WAREHOUSE,MAT-0144,V6820A,0.3645,3870990,CNY,17496874.799999997
2024-09-01,CHINA-WAREHOUSE,MAT-0144,V7832A,0.070425,747914,CNY,3380571.28
2024-09-01,CHINA-WAREHOUSE,MAT-0144,V7606A,0.1275,1354050,CNY,6120305.999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0144,V5772A,0.3945,4189590,CNY,18936946.799999997
2024-09-01,CHINA-WAREHOUSE,MAT-0144,V6152A,0.1155,1226610,CNY,5544277.199999999
2024-09-01,CHINA-WAREHOUSE,MAT-0144,V3376A,0.255,2708100,CNY,12240611.999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0145,V4679A,0.0003,3225,CNY,14576.999999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0145,V2088A,0.0015,16125,CNY,72885.0
2024-09-01,CHINA-WAREHOUSE,MAT-0145,V3523A,0.0015,16125,CNY,72885.0
2024-09-01,CHINA-WAREHOUSE,MAT-0145,V5188A,0.0015,16125,CNY,72885.0
2024-09-01,CHINA-WAREHOUSE,MAT-0145,V6055A,0.0015,16125,CNY,72885.0
2024-09-01,CHINA-WAREHOUSE,MAT-0145,V3049A,0.55485,5964638,CNY,26960163.759999998
2024-09-01,CHINA-WAREHOUSE,MAT-0145,V6899A,0.203975,2192731,CNY,9911144.12
2024-09-01,CHINA-WAREHOUSE,MAT-0145,V9217A,0.25495,2740713,CNY,12388022.759999998
2024-09-01,CHINA-WAREHOUSE,MAT-0145,V6605A,0.151275,1626206,CNY,7350451.119999999
2024-09-01,CHINA-WAREHOUSE,MAT-0145,V8488A,0.4051,4354825,CNY,19683809.0
2024-09-01,CHINA-WAREHOUSE,MAT-0001,V1821A,0.191925,2308858,CNY,10436038.159999998
2024-09-01,CHINA-WAREHOUSE,MAT-0001,V3622A,0.393475,4733504,CNY,21395438.08
2024-09-01,CHINA-WAREHOUSE,MAT-0001,V1214A,0.0705,848115,CNY,3833479.8
2024-09-01,CHINA-WAREHOUSE,MAT-0001,V8768A,0.266775,3209303,CNY,14506049.559999999
2024-09-01,CHINA-WAREHOUSE,MAT-0001,V4211A,0.400425,4817113,CNY,21773350.759999998
2024-09-01,CHINA-WAREHOUSE,MAT-0001,V7737A,0.0973,1170519,CNY,5290745.88
2024-09-01,CHINA-WAREHOUSE,MAT-0001,V4876A,0.211375,2542841,CNY,11493641.319999998
2024-09-01,CHINA-WAREHOUSE,MAT-0001,V5763A,0.0435,523305,CNY,2365338.5999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0201,V6975A,0.0015,15930,CNY,72003.59999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0201,V3669A,0.0465,493830,CNY,2232111.5999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0201,V1260A,0.1575,1672650,CNY,7560377.999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0201,V9437A,0.0045,47790,CNY,216010.8
2024-09-01,CHINA-WAREHOUSE,MAT-0201,V4294A,0.1935,2054970,CNY,9288464.399999999
2024-09-01,CHINA-WAREHOUSE,MAT-0201,V4264A,0.108,1146960,CNY,5184259.199999999
2024-09-01,CHINA-WAREHOUSE,MAT-0262,E9917A,0.0495,0,CNY,0.0
2024-09-01,CHINA-WAREHOUSE,MAT-0319,R2828A,0.0039,28665,CNY,129565.79999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0163,E4534A,0.0,486519,CNY,2199065.88
2024-09-01,CHINA-WAREHOUSE,MAT-0163,E2564A,0.009425,71536,CNY,323342.72
2024-09-01,CHINA-WAREHOUSE,MAT-0163,E1798A,0.032875,249521,CNY,1127834.92
2024-09-01,CHINA-WAREHOUSE,MAT-0163,E2075A,0.0004,72485,CNY,327632.19999999995
2024-09-01,CHINA-WAREHOUSE,MAT-0163,E4127A,0.183725,1394473,CNY,6303017.959999999
2024-09-01,CHINA-WAREHOUSE,MAT-0163,E9851A,0.0,563368,CNY,2546423.36
2024-09-01,CHINA-WAREHOUSE,MAT-0163,E5228A,0.0165,125235,CNY,566062.2
2024-09-01,CHINA-WAREHOUSE,MAT-0036,S2743A,0.012325,68650,CNY,310297.99999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0176,T9980A,0.0241,306552,CNY,1385615.0399999998
2024-09-01,CHINA-WAREHOUSE,MAT-0176,T3711A,0.1169,1486968,CNY,6721095.359999999
2024-09-01,CHINA-WAREHOUSE,MAT-0176,T6495A,0.0255,324360,CNY,1466107.2
2024-09-01,CHINA-WAREHOUSE,MAT-0398,SCRAP,0.005205,13378,CNY,60468.56
2024-09-01,CHINA-WAREHOUSE,MAT-0096,M3832A,0.07425,338580,CNY,1530381.5999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0096,M8913A,0.0151,68856,CNY,311229.12
2024-09-01,CHINA-WAREHOUSE,MAT-0096,M9260B,0.0096,43776,CNY,197867.52
2024-09-01,CHINA-WAREHOUSE,MAT-0096,M4796B,0.004125,18810,CNY,85021.2
2024-09-01,CHINA-WAREHOUSE,MAT-0096,M9345B,0.001375,6270,CNY,28340.399999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0096,M4548C,0.068675,313158,CNY,1415474.16
2024-09-01,CHINA-WAREHOUSE,MAT-0315,M8779A,0.086575,262322,CNY,1185695.44
2024-09-01,CHINA-WAREHOUSE,MAT-0315,M2413B,0.059125,179149,CNY,809753.48
2024-09-01,CHINA-WAREHOUSE,MAT-0315,M2708A,0.070125,212479,CNY,960405.08
2024-09-01,CHINA-WAREHOUSE,MAT-0315,M4905A,0.045375,137486,CNY,621436.72
2024-09-01,CHINA-WAREHOUSE,MAT-0315,M6857C,0.001225,3712,CNY,16778.239999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0315,M2874A,0.006875,20831,CNY,94156.12
2024-09-01,CHINA-WAREHOUSE,MAT-0315,M2420B,0.039875,120821,CNY,546110.9199999999
2024-09-01,CHINA-WAREHOUSE,MAT-0315,M2220C,0.004125,12499,CNY,56495.479999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0315,M9510A,0.048125,145819,CNY,659101.8799999999
2024-09-01,CHINA-WAREHOUSE,MAT-0315,M9648B,0.004125,12499,CNY,56495.479999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0315,M6594A,0.0673,203919,CNY,921713.8799999999
2024-09-01,CHINA-WAREHOUSE,MAT-0315,M8607B,0.083875,254141,CNY,1148717.3199999998
2024-09-01,CHINA-WAREHOUSE,MAT-0290,V6100A,0.0247,354445,CNY,1602091.4
2024-09-01,CHINA-WAREHOUSE,MAT-0146,R7341A,0.0002,912,CNY,4122.24
2024-09-01,CHINA-WAREHOUSE,MAT-0146,S4114A,0.013525,61674,CNY,278766.48
2024-09-01,CHINA-WAREHOUSE,MAT-0146,S5559A,0.272125,1240890,CNY,5608822.8
2024-09-01,CHINA-WAREHOUSE,MAT-0049,R6051A,0.0012,5472,CNY,24733.44
2024-09-01,CHINA-WAREHOUSE,MAT-0049,S9078A,0.0247,112632,CNY,509096.63999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0013,V5090A,0.11995,1289463,CNY,5828372.76
2024-09-01,CHINA-WAREHOUSE,MAT-0013,V2524A,0.229375,2465781,CNY,11145330.12
2024-09-01,CHINA-WAREHOUSE,MAT-0147,V4625A,0.056875,28438,CNY,128539.76
2024-09-01,CHINA-WAREHOUSE,MAT-0003,8045,0.039168,36426,CNY,164645.52
2024-09-01,CHINA-WAREHOUSE,MAT-0003,3882,0.058752,54639,CNY,246968.27999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0003,2397,0.01224,11383,CNY,51451.159999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0003,5767,0.007344,6830,CNY,30871.6
2024-09-01,CHINA-WAREHOUSE,MAT-0004,V6032A,0.0495,525690,CNY,2376118.8
2024-09-01,CHINA-WAREHOUSE,MAT-0004,V7115A,0.0225,238950,CNY,1080054.0
2024-09-01,CHINA-WAREHOUSE,MAT-0320,M7894A,0.000725,3306,CNY,14943.119999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0321,S1926A,7.5e-05,551,CNY,2490.52
2024-09-01,CHINA-WAREHOUSE,MAT-0321,S9101A,0.0493,362355,CNY,1637844.5999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0382,R8546A,0.001375,10106,CNY,45679.119999999995
2024-09-01,CHINA-WAREHOUSE,MAT-0382,R7218A,0.001375,10106,CNY,45679.119999999995
2024-09-01,CHINA-WAREHOUSE,MAT-0382,R5146A,0.051775,380546,CNY,1720067.92
2024-09-01,CHINA-WAREHOUSE,MAT-0382,S6932A,0.001075,7901,CNY,35712.52
2024-09-01,CHINA-WAREHOUSE,MAT-0053,R8246A,0.000125,949,CNY,4289.48
2024-09-01,CHINA-WAREHOUSE,MAT-0053,R6419A,0.232375,1763726,CNY,7972041.52
2024-09-01,CHINA-WAREHOUSE,MAT-0053,S9350A,0.130625,991444,CNY,4481326.88
2024-09-01,CHINA-WAREHOUSE,MAT-0264,R5001A,0.0,10436,CNY,47170.719999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0264,R1479A,0.0,10436,CNY,47170.719999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0264,R1886A,0.067225,510238,CNY,2306275.76
2024-09-01,CHINA-WAREHOUSE,MAT-0264,S9841A,0.0002,1518,CNY,6861.36
2024-09-01,CHINA-WAREHOUSE,MAT-0264,S2660A,0.0,10436,CNY,47170.719999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0264,S2320A,0.222675,1690103,CNY,7639265.56
2024-09-01,CHINA-WAREHOUSE,MAT-0097,E2442A,0.000225,1708,CNY,7720.159999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0097,E7684A,0.0206,156354,CNY,706720.08
2024-09-01,CHINA-WAREHOUSE,MAT-0265,E6096A,0.0239,181401,CNY,819932.5199999999
2024-09-01,CHINA-WAREHOUSE,MAT-0265,E5622A,0.097575,740594,CNY,3347484.88
2024-09-01,CHINA-WAREHOUSE,MAT-0266,E6196A,0.053025,402460,CNY,1819119.1999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0316,E4087A,0.00105,7970,CNY,36024.399999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0316,E2093A,0.0013,9867,CNY,44598.84
2024-09-01,CHINA-WAREHOUSE,MAT-0316,E3063A,0.08385,636422,CNY,2876627.44
2024-09-01,CHINA-WAREHOUSE,MAT-0101,E5517A,0.0,4934,CNY,22301.679999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0101,E4752A,0.0244,185196,CNY,837085.9199999999
2024-09-01,CHINA-WAREHOUSE,MAT-0101,E9719A,0.02475,187853,CNY,849095.5599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0153,E2176A,0.00035,2657,CNY,12009.64
2024-09-01,CHINA-WAREHOUSE,MAT-0153,E9979A,0.00065,4934,CNY,22301.679999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0153,E8084A,0.0275,208725,CNY,943436.9999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0086,E2769A,0.000875,6641,CNY,30017.319999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0086,E8984A,0.094875,720101,CNY,3254856.5199999996
2024-09-01,CHINA-WAREHOUSE,MAT-0322,E9831A,0.00135,10247,CNY,46316.439999999995
2024-09-01,CHINA-WAREHOUSE,MAT-0322,E2845A,0.00115,8729,CNY,39455.079999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0322,E6840A,0.02475,187853,CNY,849095.5599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0383,M9989B,0.008175,1635,CNY,7390.199999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0383,M8170A,0.0,505,CNY,2282.6
2024-09-01,CHINA-WAREHOUSE,MAT-0383,M7382A,0.010825,2165,CNY,9785.8
2024-09-01,CHINA-WAREHOUSE,MAT-0148,M5555C,0.0,32442,CNY,146637.84
2024-09-01,CHINA-WAREHOUSE,MAT-0148,M4427A,0.0,2317,CNY,10472.839999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0148,M6564A,0.0,116366,CNY,525974.32
2024-09-01,CHINA-WAREHOUSE,MAT-0148,M5463B,0.0,143670,CNY,649388.3999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0384,R6543A,0.001325,9739,CNY,44020.28
2024-09-01,CHINA-WAREHOUSE,MAT-0384,R2230A,0.114025,838084,CNY,3788139.6799999997
2024-09-01,CHINA-WAREHOUSE,MAT-0384,S6577A,0.001225,9004,CNY,40698.079999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0384,S5377A,0.0011,8085,CNY,36544.2
2024-09-01,CHINA-WAREHOUSE,MAT-0384,S1928A,0.00125,9188,CNY,41529.759999999995
2024-09-01,CHINA-WAREHOUSE,MAT-0384,S2450A,0.004125,30319,CNY,137041.87999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0378,M9260C,0.004075,11410,CNY,51573.2
2024-09-01,CHINA-WAREHOUSE,MAT-0378,M2198B,0.00825,23100,CNY,104411.99999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0378,M9359A,0.01375,38500,CNY,174019.99999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0378,M6801A,0.079625,222950,CNY,1007733.9999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0378,M5615B,0.06595,184660,CNY,834663.2
2024-09-01,CHINA-WAREHOUSE,MAT-0378,M3880A,0.022,61600,CNY,278432.0
2024-09-01,CHINA-WAREHOUSE,MAT-0378,M1877B,0.00275,7700,CNY,34804.0
2024-09-01,CHINA-WAREHOUSE,MAT-0002,N2666A,0.0079,59961,CNY,271023.72
2024-09-01,CHINA-WAREHOUSE,MAT-0002,N5378A,0.00275,20873,CNY,94345.95999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0267,M2538A,0.0,553121,CNY,2500106.92
2024-09-01,CHINA-WAREHOUSE,MAT-0267,M8622A,0.0,563558,CNY,2547282.1599999997
2024-09-01,CHINA-WAREHOUSE,MAT-0267,M4808A,0.0,375705,CNY,1698186.5999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0267,N5963A,5e-05,380,CNY,1717.6
2024-09-01,CHINA-WAREHOUSE,MAT-0267,N6627A,0.023375,177416,CNY,801920.32
2024-09-01,CHINA-WAREHOUSE,MAT-0267,N4255A,0.00315,195632,CNY,884256.6399999999
2024-09-01,CHINA-WAREHOUSE,MAT-0267,N9565A,0.009625,73054,CNY,330204.07999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0267,N2665A,0.0715,542685,CNY,2452936.1999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0267,N1733A,0.0,10436,CNY,47170.719999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0267,N3281A,0.0013,9867,CNY,44598.84
2024-09-01,CHINA-WAREHOUSE,MAT-0267,N4454A,0.1385,1426920,CNY,6449678.399999999
2024-09-01,CHINA-WAREHOUSE,MAT-0415,M7105A,0.000325,2467,CNY,11150.839999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0415,M1915A,0.086525,1115920,CNY,5043958.399999999
2024-09-01,CHINA-WAREHOUSE,MAT-0415,M4912A,0.02475,187853,CNY,849095.5599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0415,M5698A,0.283225,2441893,CNY,11037356.36
2024-09-01,CHINA-WAREHOUSE,MAT-0415,M2765A,0.2695,2045505,CNY,9245682.6
2024-09-01,CHINA-WAREHOUSE,MAT-0415,M5459A,0.445325,3380017,CNY,15277676.839999998
2024-09-01,CHINA-WAREHOUSE,MAT-0156,M2868A,0.00945,71726,CNY,324201.51999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0156,M9303A,0.021925,166411,CNY,752177.72
2024-09-01,CHINA-WAREHOUSE,MAT-0156,M8986A,0.061625,467734,CNY,2114157.6799999997
2024-09-01,CHINA-WAREHOUSE,MAT-0156,M9525A,0.097625,740974,CNY,3349202.4799999995
2024-09-01,CHINA-WAREHOUSE,MAT-0156,M9522A,0.144175,1094288,CNY,4946181.76
2024-09-01,CHINA-WAREHOUSE,MAT-0156,M4677A,0.111375,845336,CNY,3820918.7199999997
2024-09-01,CHINA-WAREHOUSE,MAT-0156,M7195A,0.001375,10436,CNY,47170.719999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0156,M3553A,0.421875,3202031,CNY,14473180.12
2024-09-01,CHINA-WAREHOUSE,MAT-0156,M5672A,0.1168,886512,CNY,4007034.2399999998
2024-09-01,CHINA-WAREHOUSE,MAT-0156,M9845A,0.3711,2816649,CNY,12731253.479999999
2024-09-01,CHINA-WAREHOUSE,MAT-0156,N8164A,0.0,5503,CNY,24873.559999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0156,N6530A,0.0,6641,CNY,30017.319999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0399,M1992A,0.0006,1818,CNY,8217.359999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0092,N5117A,0.00105,2142,CNY,9681.839999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0092,N4502A,0.0055,11220,CNY,50714.399999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0092,N4113A,0.134525,274431,CNY,1240428.1199999999
2024-09-01,CHINA-WAREHOUSE,MAT-0092,N3963A,0.00105,2142,CNY,9681.839999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0400,N1812A,0.00275,5610,CNY,25357.199999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0400,N8432A,0.02145,43758,CNY,197786.15999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0400,N6515A,0.022,44880,CNY,202857.59999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0208,M9353A,0.0,9199,CNY,41579.479999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0208,N1099A,0.0,9199,CNY,41579.479999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0208,N5618A,0.0,9199,CNY,41579.479999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0418,M9128A,0.0,9433,CNY,42637.159999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0418,M6566A,0.0,9433,CNY,42637.159999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0418,M7434A,0.0,9433,CNY,42637.159999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0379,E7296A,0.0003,876,CNY,3959.5199999999995
2024-09-01,CHINA-WAREHOUSE,MAT-0379,E1609A,0.328525,959293,CNY,4336004.359999999
2024-09-01,CHINA-WAREHOUSE,MAT-0351,7840A,0.0055,20570,CNY,92976.4
2024-09-01,CHINA-WAREHOUSE,MAT-0385,M2584B,0.00065,0,CNY,0.0
2024-09-01,CHINA-WAREHOUSE,MAT-0150,P5297A,0.0,495,CNY,2237.3999999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0150,P1963A,0.0,5445,CNY,24611.399999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0150,P5541A,2.5e-05,112167,CNY,506994.83999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0150,P2646A,0.098625,390951,CNY,1767098.5199999998
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P4984A,0.0,534,CNY,2413.68
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P4911A,0.0,534,CNY,2413.68
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P9491A,0.0,534,CNY,2413.68
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P1957A,0.0,356,CNY,1609.12
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P7427A,0.0,534,CNY,2413.68
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P2418A,0.0,534,CNY,2413.68
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P9955A,0.00105,7476,CNY,33791.52
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P9631A,0.50615,3604500,CNY,16292339.999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P1495A,0.254975,1815422,CNY,8205707.4399999995
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P5542A,0.0015,10680,CNY,48273.6
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P9262A,0.100475,715382,CNY,3233526.6399999997
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P6055A,0.509975,3631022,CNY,16412219.439999998
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P5627A,0.0,534,CNY,2413.68
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P5834A,0.17845,1270564,CNY,5742949.279999999
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P4756A,0.051,363120,CNY,1641302.4
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P1798A,0.006,42720,CNY,193094.4
2024-09-01,CHINA-WAREHOUSE,MAT-0268,P8981A,0.0195,138840,CNY,627556.7999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0263,M7495B,0.0009,6084,CNY,27499.679999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0276,5252A8860,0.0006,1224,CNY,5532.48
2024-09-01,CHINA-WAREHOUSE,MAT-0276,2070A3829,0.028875,58905,CNY,266250.6
2024-09-01,CHINA-WAREHOUSE,MAT-0276,2164A9832,0.00825,16830,CNY,76071.59999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0276,1365A8603,0.0055,11220,CNY,50714.399999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0276,2411A3053,0.02475,50490,CNY,228214.8
