BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY,MONTH,EXCHANGE_RATE,SELL_VALUE_THB
2024-11-30,CHINA-WAREHOUSE,MAT-0393,1709A,49175,KG,183915,CNY,2024-11,4.53,833134.9500000001
2024-11-30,CHINA-WAREHOUSE,MAT-0071,M9541A,74225,KG,224902,CNY,2024-11,4.53,1018806.06
2024-11-30,CHINA-WAREHOUSE,MAT-0071,M7553A,24750,KG,74993,CNY,2024-11,4.53,339718.29000000004
2024-11-30,CHINA-WAREHOUSE,MAT-0071,M9276A,24725,KG,74917,CNY,2024-11,4.53,339374.01
2024-11-30,CHINA-WAREHOUSE,MAT-0060,M4312B,32325,KG,130270,CNY,2024-11,4.53,590123.1
2024-11-30,CHINA-WAREHOUSE,MAT-0060,M8994A,38375,KG,154651,CNY,2024-11,4.53,700569.03
2024-11-30,CHINA-WAREHOUSE,MAT-0020,R5690A,1375,KG,10436,CNY,2024-11,4.53,47275.08
2024-11-30,CHINA-WAREHOUSE,MAT-0020,S8192A,1375,KG,10436,CNY,2024-11,4.53,47275.08
2024-11-30,CHINA-WAREHOUSE,MAT-0020,S2211A,145750,KG,1106243,CNY,2024-11,4.53,5011280.79
2024-11-30,CHINA-WAREHOUSE,MAT-0394,M9715A,24750,KG,74993,CNY,2024-11,4.53,339718.29000000004
2024-11-30,CHINA-WAREHOUSE,MAT-0167,M8694A,118250,KG,358298,CNY,2024-11,4.53,1623089.9400000002
2024-11-30,CHINA-WAREHOUSE,MAT-0167,N4163A,29225,KG,88552,CNY,2024-11,4.53,401140.56
2024-11-30,CHINA-WAREHOUSE,MAT-0239,N8235A,74250,KG,224978,CNY,2024-11,4.53,1019150.3400000001
2024-11-30,CHINA-WAREHOUSE,MAT-0239,N5473A,20625,KG,62494,CNY,2024-11,4.53,283097.82
2024-11-30,CHINA-WAREHOUSE,MAT-0040,M4907A,74250,KG,480172,CNY,2024-11,4.53,2175179.16
2024-11-30,CHINA-WAREHOUSE,MAT-0255,M5524B,19275,KG,6361,CNY,2024-11,4.53,28815.33
2024-11-30,CHINA-WAREHOUSE,MAT-0255,M8458C,15125,KG,4991,CNY,2024-11,4.53,22609.23
2024-11-30,CHINA-WAREHOUSE,MAT-0255,M6638A,4125,KG,1361,CNY,2024-11,4.53,6165.33
2024-11-30,CHINA-WAREHOUSE,MAT-0255,M2379B,1375,KG,454,CNY,2024-11,4.53,2056.62
2024-11-30,CHINA-WAREHOUSE,MAT-0255,M5746A,53600,KG,17688,CNY,2024-11,4.53,80126.64
2024-11-30,CHINA-WAREHOUSE,MAT-0019,P7222A,96000,KG,380160,CNY,2024-11,4.53,1722124.8
2024-11-30,CHINA-WAREHOUSE,MAT-0019,P7777A,98225,KG,388971,CNY,2024-11,4.53,1762038.6300000001
2024-11-30,CHINA-WAREHOUSE,MAT-0019,P8561A,10325,KG,40887,CNY,2024-11,4.53,185218.11000000002
2024-11-30,CHINA-WAREHOUSE,MAT-0108,E4259A,176650,KG,796692,CNY,2024-11,4.53,3609014.7600000002
2024-11-30,CHINA-WAREHOUSE,MAT-0120,E2738A,78400,KG,353584,CNY,2024-11,4.53,1601735.52
2024-12-31,CHINA-WAREHOUSE,MAT-0045,SCRAP,180,KG,232,CNY,2024-12,4.53,1050.96
2024-12-31,CHINA-WAREHOUSE,MAT-0417,9242A,650,KG,1866,CNY,2024-12,4.53,8452.98
2024-12-31,CHINA-WAREHOUSE,MAT-0417,5483A,18200,KG,52234,CNY,2024-12,4.53,236620.02000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0417,4458A,18850,KG,54100,CNY,2024-12,4.53,245073.0
2024-12-31,CHINA-WAREHOUSE,MAT-0128,SCRAP,14,KG,51,CNY,2024-12,4.53,231.03
2024-12-31,CHINA-WAREHOUSE,MAT-0193,3913,66640,KG,390510,CNY,2024-12,4.53,1769010.3
2024-12-31,CHINA-WAREHOUSE,MAT-0193,9580,23800,KG,139468,CNY,2024-12,4.53,631790.04
2024-12-31,CHINA-WAREHOUSE,MAT-0193,5220,19720,KG,115559,CNY,2024-12,4.53,523482.27
2024-12-31,CHINA-WAREHOUSE,MAT-0193,8378,83675,KG,490336,CNY,2024-12,4.53,2221222.08
2024-12-31,CHINA-WAREHOUSE,MAT-0193,5220,6124,KG,35887,CNY,2024-12,4.53,162568.11000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0058,FLOORSWEEP,4836,KG,23891,CNY,2024-12,4.53,108226.23000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0374,4543C2397,2700,KG,17361,CNY,2024-12,4.53,78645.33
2024-12-31,CHINA-WAREHOUSE,MAT-0374,5610C3840,21775,KG,140013,CNY,2024-12,4.53,634258.89
2024-12-31,CHINA-WAREHOUSE,MAT-0374,2001C8620,2750,KG,17683,CNY,2024-12,4.53,80103.99
2024-12-31,CHINA-WAREHOUSE,MAT-0374,6048C2537,59600,KG,383228,CNY,2024-12,4.53,1736022.84
2024-12-31,CHINA-WAREHOUSE,MAT-0374,1749C5861,11000,KG,70730,CNY,2024-12,4.53,320406.9
2024-12-31,CHINA-WAREHOUSE,MAT-0409,5652,1325,KG,8520,CNY,2024-12,4.53,38595.6
2024-12-31,CHINA-WAREHOUSE,MAT-0409,1666,1275,KG,8198,CNY,2024-12,4.53,37136.94
2024-12-31,CHINA-WAREHOUSE,MAT-0409,4856,1375,KG,8841,CNY,2024-12,4.53,40049.73
2024-12-31,CHINA-WAREHOUSE,MAT-0409,5326,1375,KG,8841,CNY,2024-12,4.53,40049.73
2024-12-31,CHINA-WAREHOUSE,MAT-0409,5130,1375,KG,8841,CNY,2024-12,4.53,40049.73
2024-12-31,CHINA-WAREHOUSE,MAT-0409,2760,1375,KG,8841,CNY,2024-12,4.53,40049.73
2024-12-31,CHINA-WAREHOUSE,MAT-0409,5900,16500,KG,106095,CNY,2024-12,4.53,480610.35000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0069,3178,800,KG,5352,CNY,2024-12,4.53,24244.56
2024-12-31,CHINA-WAREHOUSE,MAT-0069,4854,1325,KG,8864,CNY,2024-12,4.53,40153.920000000006
2024-12-31,CHINA-WAREHOUSE,MAT-0069,1315,12375,KG,82789,CNY,2024-12,4.53,375034.17000000004
2024-12-31,CHINA-WAREHOUSE,MAT-0046,1986,6900,KG,44367,CNY,2024-12,4.53,200982.51
2024-12-31,CHINA-WAREHOUSE,MAT-0046,8800,10575,KG,67997,CNY,2024-12,4.53,308026.41000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0046,5240,24750,KG,159143,CNY,2024-12,4.53,720917.79
2024-12-31,CHINA-WAREHOUSE,MAT-0046,2118,70125,KG,450904,CNY,2024-12,4.53,2042595.12
2024-12-31,CHINA-WAREHOUSE,MAT-0046,8565,42625,KG,274079,CNY,2024-12,4.53,1241577.87
2024-12-31,CHINA-WAREHOUSE,MAT-0046,9978,49500,KG,318285,CNY,2024-12,4.53,1441831.05
2024-12-31,CHINA-WAREHOUSE,MAT-0046,3004,45375,KG,291761,CNY,2024-12,4.53,1321677.33
2024-12-31,CHINA-WAREHOUSE,MAT-0046,2491,28875,KG,185666,CNY,2024-12,4.53,841066.9800000001
2024-12-31,CHINA-WAREHOUSE,MAT-0046,6327,25250,KG,162358,CNY,2024-12,4.53,735481.74
2024-12-31,CHINA-WAREHOUSE,MAT-0046,1800,26400,KG,169752,CNY,2024-12,4.53,768976.56
2024-12-31,CHINA-WAREHOUSE,MAT-0046,2401,500,KG,3215,CNY,2024-12,4.53,14563.95
2024-12-31,CHINA-WAREHOUSE,MAT-0046,8428,23375,KG,150301,CNY,2024-12,4.53,680863.53
2024-12-31,CHINA-WAREHOUSE,MAT-0046,4258,35925,KG,230998,CNY,2024-12,4.53,1046420.9400000001
2024-12-31,CHINA-WAREHOUSE,MAT-0046,4934,62350,KG,400911,CNY,2024-12,4.53,1816126.83
2024-12-31,CHINA-WAREHOUSE,MAT-0046,2950,72000,KG,462960,CNY,2024-12,4.53,2097208.8000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0046,7707,48600,KG,312498,CNY,2024-12,4.53,1415615.9400000002
2024-12-31,CHINA-WAREHOUSE,MAT-0046,8094,500,KG,3215,CNY,2024-12,4.53,14563.95
2024-12-31,CHINA-WAREHOUSE,MAT-0046,1443,35750,KG,229873,CNY,2024-12,4.53,1041324.6900000001
2024-12-31,CHINA-WAREHOUSE,MAT-0046,3209,48125,KG,309444,CNY,2024-12,4.53,1401781.32
2024-12-31,CHINA-WAREHOUSE,MAT-0046,4709,24750,KG,159143,CNY,2024-12,4.53,720917.79
2024-12-31,CHINA-WAREHOUSE,MAT-0046,7950,49450,KG,317964,CNY,2024-12,4.53,1440376.9200000002
2024-12-31,CHINA-WAREHOUSE,MAT-0046,2723,1375,KG,8841,CNY,2024-12,4.53,40049.73
2024-12-31,CHINA-WAREHOUSE,MAT-0046,4876,38500,KG,247555,CNY,2024-12,4.53,1121424.1500000001
2024-12-31,CHINA-WAREHOUSE,MAT-0046,5946,73900,KG,475177,CNY,2024-12,4.53,2152551.81
2024-12-31,CHINA-WAREHOUSE,MAT-0046,6591,49025,KG,315231,CNY,2024-12,4.53,1427996.4300000002
2024-12-31,CHINA-WAREHOUSE,MAT-0046,9898,24650,KG,158500,CNY,2024-12,4.53,718005.0
2024-12-31,CHINA-WAREHOUSE,MAT-0430,2902,1375,KG,4318,CNY,2024-12,4.53,19560.54
2024-12-31,CHINA-WAREHOUSE,MAT-0430,1273,775,KG,2434,CNY,2024-12,4.53,11026.02
2024-12-31,CHINA-WAREHOUSE,MAT-0430,7536,6800,KG,21352,CNY,2024-12,4.53,96724.56000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0430,1745,11000,KG,34540,CNY,2024-12,4.53,156466.2
2024-12-31,CHINA-WAREHOUSE,MAT-0430,4661,107175,KG,336530,CNY,2024-12,4.53,1524480.9000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0430,4721,79600,KG,249944,CNY,2024-12,4.53,1132246.32
2024-12-31,CHINA-WAREHOUSE,MAT-0430,4712,9625,KG,30223,CNY,2024-12,4.53,136910.19
2024-12-31,CHINA-WAREHOUSE,MAT-0430,4869,64625,KG,202923,CNY,2024-12,4.53,919241.1900000001
2024-12-31,CHINA-WAREHOUSE,MAT-0430,5974,74250,KG,233145,CNY,2024-12,4.53,1056146.85
2024-12-31,CHINA-WAREHOUSE,MAT-0272,SCRAP,211,KG,1355,CNY,2024-12,4.53,6138.150000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0194,SCRAP,310,KG,973,CNY,2024-12,4.53,4407.6900000000005
2024-12-31,CHINA-WAREHOUSE,MAT-0257,SCRAP,309,KG,626,CNY,2024-12,4.53,2835.78
2024-12-31,CHINA-WAREHOUSE,MAT-0195,4985,0,KG,4318,CNY,2024-12,4.53,19560.54
2024-12-31,CHINA-WAREHOUSE,MAT-0195,4168,0,KG,4318,CNY,2024-12,4.53,19560.54
2024-12-31,CHINA-WAREHOUSE,MAT-0195,1853,0,KG,4318,CNY,2024-12,4.53,19560.54
2024-12-31,CHINA-WAREHOUSE,MAT-0219,SCRAP,20,KG,11,CNY,2024-12,4.53,49.830000000000005
2024-12-31,CHINA-WAREHOUSE,MAT-0082,5962A,3750,KG,31988,CNY,2024-12,4.53,144905.64
2024-12-31,CHINA-WAREHOUSE,MAT-0196,6448A,2500,KG,21325,CNY,2024-12,4.53,96602.25
2024-12-31,CHINA-WAREHOUSE,MAT-0196,4534A,8750,KG,74638,CNY,2024-12,4.53,338110.14
2024-12-31,CHINA-WAREHOUSE,MAT-0047,9668A,12500,KG,106625,CNY,2024-12,4.53,483011.25
2024-12-31,CHINA-WAREHOUSE,MAT-0047,1332A,975,KG,8317,CNY,2024-12,4.53,37676.01
2024-12-31,CHINA-WAREHOUSE,MAT-0047,1030A,7500,KG,63975,CNY,2024-12,4.53,289806.75
2024-12-31,CHINA-WAREHOUSE,MAT-0047,1030A,1250,KG,10663,CNY,2024-12,4.53,48303.39
2024-12-31,CHINA-WAREHOUSE,MAT-0047,6580A,1250,KG,10663,CNY,2024-12,4.53,48303.39
2024-12-31,CHINA-WAREHOUSE,MAT-0047,9250A,1250,KG,10663,CNY,2024-12,4.53,48303.39
2024-12-31,CHINA-WAREHOUSE,MAT-0047,5877A,1250,KG,10663,CNY,2024-12,4.53,48303.39
2024-12-31,CHINA-WAREHOUSE,MAT-0047,8671A,1250,KG,10663,CNY,2024-12,4.53,48303.39
2024-12-31,CHINA-WAREHOUSE,MAT-0047,1010A,1250,KG,10663,CNY,2024-12,4.53,48303.39
2024-12-31,CHINA-WAREHOUSE,MAT-0047,1686A,1250,KG,10663,CNY,2024-12,4.53,48303.39
2024-12-31,CHINA-WAREHOUSE,MAT-0047,3840A,1250,KG,10663,CNY,2024-12,4.53,48303.39
2024-12-31,CHINA-WAREHOUSE,MAT-0047,7318A,83750,KG,714388,CNY,2024-12,4.53,3236177.64
2024-12-31,CHINA-WAREHOUSE,MAT-0047,8314A,6250,KG,53313,CNY,2024-12,4.53,241507.89
2024-12-31,CHINA-WAREHOUSE,MAT-0047,8755A,52500,KG,447825,CNY,2024-12,4.53,2028647.25
2024-12-31,CHINA-WAREHOUSE,MAT-0047,2518A,97500,KG,831675,CNY,2024-12,4.53,3767487.75
2024-12-31,CHINA-WAREHOUSE,MAT-0047,9343A,50000,KG,426500,CNY,2024-12,4.53,1932045.0
2024-12-31,CHINA-WAREHOUSE,MAT-0258,SCRAP,1243,KG,7286,CNY,2024-12,4.53,33005.58
2024-12-31,CHINA-WAREHOUSE,MAT-0098,9441A,57750,KG,128783,CNY,2024-12,4.53,583386.99
2024-12-31,CHINA-WAREHOUSE,MAT-0098,4145A,141450,KG,315434,CNY,2024-12,4.53,1428916.02
2024-12-31,CHINA-WAREHOUSE,MAT-0099,M4750A,1450,KG,6235,CNY,2024-12,4.53,28244.550000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0099,M9920A,1000,KG,4300,CNY,2024-12,4.53,19479.0
2024-12-31,CHINA-WAREHOUSE,MAT-0099,M5303A,1375,KG,5913,CNY,2024-12,4.53,26785.890000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0099,M4424C,93450,KG,401835,CNY,2024-12,4.53,1820312.55
2024-12-31,CHINA-WAREHOUSE,MAT-0099,M4730C,93500,KG,402050,CNY,2024-12,4.53,1821286.5
2024-12-31,CHINA-WAREHOUSE,MAT-0099,M3149B,11000,KG,47300,CNY,2024-12,4.53,214269.0
2024-12-31,CHINA-WAREHOUSE,MAT-0099,M1833B,92125,KG,396138,CNY,2024-12,4.53,1794505.1400000001
2024-12-31,CHINA-WAREHOUSE,MAT-0099,M7380C,50825,KG,218548,CNY,2024-12,4.53,990022.4400000001
2024-12-31,CHINA-WAREHOUSE,MAT-0099,M4476B,4125,KG,17738,CNY,2024-12,4.53,80353.14
2024-12-31,CHINA-WAREHOUSE,MAT-0099,M9743C,13750,KG,59125,CNY,2024-12,4.53,267836.25
2024-12-31,CHINA-WAREHOUSE,MAT-0099,M7168C,2750,KG,11825,CNY,2024-12,4.53,53567.25
2024-12-31,CHINA-WAREHOUSE,MAT-0099,M1319C,20625,KG,88688,CNY,2024-12,4.53,401756.64
2024-12-31,CHINA-WAREHOUSE,MAT-0099,M8271B,24750,KG,106425,CNY,2024-12,4.53,482105.25
2024-12-31,CHINA-WAREHOUSE,MAT-0375,P9558A,0,KG,99,CNY,2024-12,4.53,448.47
2024-12-31,CHINA-WAREHOUSE,MAT-0375,P9373A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0375,P2030A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0375,P8784A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0375,P1371A,0,KG,198,CNY,2024-12,4.53,896.94
2024-12-31,CHINA-WAREHOUSE,MAT-0375,P9091A,1075,KG,4554,CNY,2024-12,4.53,20629.620000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0375,P2167A,1300,KG,5445,CNY,2024-12,4.53,24665.850000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0375,P2034A,0,KG,396,CNY,2024-12,4.53,1793.88
2024-12-31,CHINA-WAREHOUSE,MAT-0375,P2277A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0375,P5803A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0375,P6671A,9000,KG,35937,CNY,2024-12,4.53,162794.61000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0375,P2261A,8750,KG,35046,CNY,2024-12,4.53,158758.38
2024-12-31,CHINA-WAREHOUSE,MAT-0375,P1266A,51000,KG,201960,CNY,2024-12,4.53,914878.8
2024-12-31,CHINA-WAREHOUSE,MAT-0376,P6168A,0,KG,0,CNY,2024-12,4.53,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0376,P1801A,0,KG,0,CNY,2024-12,4.53,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0376,P4972A,0,KG,0,CNY,2024-12,4.53,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0376,P6572A,0,KG,0,CNY,2024-12,4.53,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0376,P9562A,0,KG,0,CNY,2024-12,4.53,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0376,P6603A,0,KG,0,CNY,2024-12,4.53,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0376,P9726A,0,KG,0,CNY,2024-12,4.53,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0376,P9630A,0,KG,0,CNY,2024-12,4.53,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0376,P2207A,108775,KG,0,CNY,2024-12,4.53,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0376,P2093A,1500,KG,0,CNY,2024-12,4.53,0.0
2024-12-31,CHINA-WAREHOUSE,MAT-0312,P8244A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0312,P1540A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0312,P3115A,100,KG,693,CNY,2024-12,4.53,3139.29
2024-12-31,CHINA-WAREHOUSE,MAT-0312,P9167A,20700,KG,82269,CNY,2024-12,4.53,372678.57
2024-12-31,CHINA-WAREHOUSE,MAT-0312,P1192A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0312,P3021A,89800,KG,355905,CNY,2024-12,4.53,1612249.6500000001
2024-12-31,CHINA-WAREHOUSE,MAT-0312,P7233A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0312,P6259A,25400,KG,100881,CNY,2024-12,4.53,456990.93000000005
2024-12-31,CHINA-WAREHOUSE,MAT-0233,P6715A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0233,P2071A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0233,P4793A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0233,P4158A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0233,P8287A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0233,P7183A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0233,P5430A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0233,P3178A,0,KG,297,CNY,2024-12,4.53,1345.41
2024-12-31,CHINA-WAREHOUSE,MAT-0233,P5616A,125,KG,792,CNY,2024-12,4.53,3587.76
2024-12-31,CHINA-WAREHOUSE,MAT-0233,P3770A,50975,KG,201861,CNY,2024-12,4.53,914430.3300000001
2024-12-31,CHINA-WAREHOUSE,MAT-0377,P9024A,0,KG,936,CNY,2024-12,4.53,4240.08
2024-12-31,CHINA-WAREHOUSE,MAT-0377,P6100A,0,KG,702,CNY,2024-12,4.53,3180.0600000000004
2024-12-31,CHINA-WAREHOUSE,MAT-0377,P4150A,29850,KG,280332,CNY,2024-12,4.53,1269903.96
2024-12-31,CHINA-WAREHOUSE,MAT-0377,P8691A,0,KG,936,CNY,2024-12,4.53,4240.08
2024-12-31,CHINA-WAREHOUSE,MAT-0377,P1765A,0,KG,936,CNY,2024-12,4.53,4240.08
2024-12-31,CHINA-WAREHOUSE,MAT-0377,P4993A,0,KG,936,CNY,2024-12,4.53,4240.08
2024-12-31,CHINA-WAREHOUSE,MAT-0377,P1080A,1300,KG,12168,CNY,2024-12,4.53,55121.04
2024-12-31,CHINA-WAREHOUSE,MAT-0377,P1249A,0,KG,936,CNY,2024-12,4.53,4240.08
2024-12-31,CHINA-WAREHOUSE,MAT-0377,P1256A,152900,KG,1431144,CNY,2024-12,4.53,6483082.32
2024-12-31,CHINA-WAREHOUSE,MAT-0377,P8732A,0,KG,936,CNY,2024-12,4.53,4240.08
2024-12-31,CHINA-WAREHOUSE,MAT-0197,P9174A,0,KG,383,CNY,2024-12,4.53,1734.99
2024-12-31,CHINA-WAREHOUSE,MAT-0197,P2250A,0,KG,383,CNY,2024-12,4.53,1734.99
2024-12-31,CHINA-WAREHOUSE,MAT-0197,P5956A,0,KG,383,CNY,2024-12,4.53,1734.99
2024-12-31,CHINA-WAREHOUSE,MAT-0197,P9042A,0,KG,383,CNY,2024-12,4.53,1734.99
2024-12-31,CHINA-WAREHOUSE,MAT-0197,P1334A,0,KG,383,CNY,2024-12,4.53,1734.99
2024-12-31,CHINA-WAREHOUSE,MAT-0197,P5451A,0,KG,383,CNY,2024-12,4.53,1734.99
2024-12-31,CHINA-WAREHOUSE,MAT-0197,P5469A,0,KG,383,CNY,2024-12,4.53,1734.99
2024-12-31,CHINA-WAREHOUSE,MAT-0197,P7922A,0,KG,383,CNY,2024-12,4.53,1734.99
2024-12-31,CHINA-WAREHOUSE,MAT-0197,P7924A,0,KG,383,CNY,2024-12,4.53,1734.99
2024-12-31,CHINA-WAREHOUSE,MAT-0197,P8282A,0,KG,383,CNY,2024-12,4.53,1734.99
2024-12-31,CHINA-WAREHOUSE,MAT-0197,P9873A,50,KG,255,CNY,2024-12,4.53,1155.15
2024-12-31,CHINA-WAREHOUSE,MAT-0197,P1455A,25450,KG,129795,CNY,2024-12,4.53,587971.35
2024-12-31,CHINA-WAREHOUSE,MAT-0197,P5354A,51000,KG,260100,CNY,2024-12,4.53,1178253.0
2024-12-31,CHINA-WAREHOUSE,MAT-0198,4667,9725,KG,30537,CNY,2024-12,4.53,138332.61000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0198,4479,775,KG,2434,CNY,2024-12,4.53,11026.02
2024-12-31,CHINA-WAREHOUSE,MAT-0198,5985,42525,KG,133529,CNY,2024-12,4.53,604886.37
2024-12-31,CHINA-WAREHOUSE,MAT-0198,3583,16500,KG,51810,CNY,2024-12,4.53,234699.30000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0198,6468,9125,KG,28653,CNY,2024-12,4.53,129798.09000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0198,1520,9250,KG,29045,CNY,2024-12,4.53,131573.85
2024-12-31,CHINA-WAREHOUSE,MAT-0198,9029,500,KG,1570,CNY,2024-12,4.53,7112.1
2024-12-31,CHINA-WAREHOUSE,MAT-0198,7376,31925,KG,100245,CNY,2024-12,4.53,454109.85000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0198,2691,39325,KG,123481,CNY,2024-12,4.53,559368.93
2024-12-31,CHINA-WAREHOUSE,MAT-0198,1939,169125,KG,531053,CNY,2024-12,4.53,2405670.0900000003
2024-12-31,CHINA-WAREHOUSE,MAT-0198,6970,52500,KG,164850,CNY,2024-12,4.53,746770.5
2024-12-31,CHINA-WAREHOUSE,MAT-0198,4731,36900,KG,115866,CNY,2024-12,4.53,524872.98
2024-12-31,CHINA-WAREHOUSE,MAT-0198,4801K,45525,KG,142949,CNY,2024-12,4.53,647558.9700000001
2024-12-31,CHINA-WAREHOUSE,MAT-0198,3579,115475,KG,362592,CNY,2024-12,4.53,1642541.76
2024-12-31,CHINA-WAREHOUSE,MAT-0198,7464,144350,KG,453259,CNY,2024-12,4.53,2053263.27
2024-12-31,CHINA-WAREHOUSE,MAT-0198,3419,187825,KG,589771,CNY,2024-12,4.53,2671662.6300000004
2024-12-31,CHINA-WAREHOUSE,MAT-0198,9719,119450,KG,375073,CNY,2024-12,4.53,1699080.6900000002
2024-12-31,CHINA-WAREHOUSE,MAT-0198,9032,19925,KG,62565,CNY,2024-12,4.53,283419.45
2024-12-31,CHINA-WAREHOUSE,MAT-0198,3898,71350,KG,224039,CNY,2024-12,4.53,1014896.67
2024-12-31,CHINA-WAREHOUSE,MAT-0198,8514,142175,KG,446430,CNY,2024-12,4.53,2022327.9000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0198,8990,45250,KG,142085,CNY,2024-12,4.53,643645.05
2024-12-31,CHINA-WAREHOUSE,MAT-0198,6311,107200,KG,336608,CNY,2024-12,4.53,1524834.24
2024-12-31,CHINA-WAREHOUSE,MAT-0198,8520,84925,KG,266665,CNY,2024-12,4.53,1207992.45
2024-12-31,CHINA-WAREHOUSE,MAT-0198,9090,116875,KG,366988,CNY,2024-12,4.53,1662455.6400000001
2024-12-31,CHINA-WAREHOUSE,MAT-0198,7876,13750,KG,43175,CNY,2024-12,4.53,195582.75
2024-12-31,CHINA-WAREHOUSE,MAT-0100,R5080A,25,KG,151,CNY,2024-12,4.53,684.0300000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0100,SCRAP,8121,KG,49053,CNY,2024-12,4.53,222210.09000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0095,SCRAP,1852,KG,2556,CNY,2024-12,4.53,11578.68
2024-12-31,CHINA-WAREHOUSE,MAT-0260,8509A,600,KG,2244,CNY,2024-12,4.53,10165.32
2024-12-31,CHINA-WAREHOUSE,MAT-0204,4880A,9600,KG,35904,CNY,2024-12,4.53,162645.12
2024-12-31,CHINA-WAREHOUSE,MAT-0204,8331A,600,KG,2244,CNY,2024-12,4.53,10165.32
2024-12-31,CHINA-WAREHOUSE,MAT-0052,4755A,7200,KG,26928,CNY,2024-12,4.53,121983.84000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0052,5912A,73200,KG,273768,CNY,2024-12,4.53,1240169.04
2024-12-31,CHINA-WAREHOUSE,MAT-0052,6761A,78000,KG,291720,CNY,2024-12,4.53,1321491.6
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P3205A,0,KG,356,CNY,2024-12,4.53,1612.68
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P4131A,0,KG,534,CNY,2024-12,4.53,2419.02
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P5801A,0,KG,534,CNY,2024-12,4.53,2419.02
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P7905A,0,KG,534,CNY,2024-12,4.53,2419.02
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P1110A,0,KG,534,CNY,2024-12,4.53,2419.02
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P9149A,200,KG,1958,CNY,2024-12,4.53,8869.74
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P4232A,0,KG,534,CNY,2024-12,4.53,2419.02
